"2573","0","Angus","","172","0","0","0.7534341809837469","20170227163027","20170227125031","766977796","17092","wikitext",\N
"2594","0","Ant","","823","0","0","0.868527074222012","20170228203859","20170228204233","767612606","121260","wikitext",\N
"2600","0","Aarons_rod","","25","1","0","0.378961064274387","20170227203032","20170225003945","599534167","57","wikitext",\N
"2726","0","Atlas_Autocode","","111","0","0","0.0408197595186716","20161230145546","20161230150201","757113762","7231","wikitext",\N
"2790","0","Air_show","","340","0","0","0.40622912198885297","20170225230234","20170225230235","767439046","9768","wikitext",\N
"2950","0","Anyone_Can_Whistle","","98","0","0","0.9621672043224491","20170213155709","20170213155710","765284455","21276","wikitext",\N
"2955","0","Alkali","","267","0","0","0.786389357211431","20170228205207","20170220142712","758984712","6842","wikitext",\N
"2971","0","Abstraction_in_object-oriented_programming","","754","1","0","0.38703039790227095","20161210230530","20160903012744","716702543","109","wikitext",\N
"2999","0","Arthur_Laurents","","491","0","0","0.6697761795202051","20170226065245","20170226065246","767490554","25355","wikitext",\N
"3290","0","BooksOfTheBible","","0","1","0","0.84893480860529","20170210035119","20160804201515","179563601","54","wikitext",\N
"3354","0","Berlin","","2317","0","0","0.059697579648064096","20170301202939","20170301202941","768102339","144831","wikitext",\N
"3360","0","Bar_(disambiguation)","","315","0","0","0.205472960328192","20170221182246","20170221182248","766711383","4562","wikitext",\N
"3454","0","Bangladesh","","1130","0","0","0.214878986789732","20170301165406","20170301100508","768027997","213707","wikitext",\N
"3549","0","Belgium/Belgie","","0","1","0","0.9400543691032139","20170225000933","20170225010031","683767327","90","wikitext",\N
"3613","0","Geography_of_Botswana","","115","0","0","0.9228316032540349","20170202062426","20170202062906","710365124","6956","wikitext",\N
"3846","0","Banjo","","468","0","0","0.928638094038366","20170228203859","20170228204141","767782091","44856","wikitext",\N
"4078","0","National_Baseball_Hall_of_Fame_and_Museum","","1341","0","0","0.617654507623664","20170225153425","20170225081825","767283643","49592","wikitext",\N
"4396","0","Northrop_Grumman_B-2_Spirit","","340","0","0","0.630051241843078","20170223044610","20170223044612","766963826","89150","wikitext",\N
"4412","0","Binary_Synchronous_Transmission","","121","1","0","0.062344503647037294","20170202105234",\N,"628213045","46","wikitext",\N
"4572","0","Blackbeard","","242","0","0","0.995811769734893","20170228203901","20170228203934","765444313","63630","wikitext",\N
"4744","1","Black","","34","0","0","0.503819470763038","20170224141856","20170224151654","747626009","5889","wikitext",\N
"4765","0","Basenji","","93","0","0","0.263348381280292","20170217144808","20170217144904","759469213","26477","wikitext",\N
"4802","0","Biome","","504","0","0","0.365065017123767","20170301071214","20170301071214","768012294","35703","wikitext",\N
"5173","0","Continuous_Random_Variable","","2","1","0","0.0801317236201202","20170210074631",\N,"427736661","74","wikitext",\N
"5176","0","Calculus","","4139","0","0","0.725938719442057","20170224040318","20170224040319","767133954","52360","wikitext",\N
"5177","0","Communication","","4404","0","0","0.627301055590903","20170301201534","20170301201543","768100325","41520","wikitext",\N
"5244","0","Cipher","","611","0","0","0.883716004792336","20170228203901","20170228203934","761159891","14376","wikitext",\N
"5278","0","Copyright","","2420","0","0","0.6548009064558901","20170228044939","20170228044940","767825470","63001","wikitext",\N
"5346","0","Colloid","","222","0","0","0.56698310055489","20170219210053","20170219210056","766372997","34735","wikitext",\N
"5353","4","Status_of_the_porting_of_U.S._Dept_of_State_info","","418","0","0","0.8863653828262961","20161230145613","20161230160810","687597661","20276","wikitext",\N
"5385","0","Candela","","214","0","0","0.475070662307619","20170224141856","20170224142221","762487094","11698","wikitext",\N
"5413","0","Coin_collecting","","243","0","0","0.082402839402112","20170301114240","20170301114307","767438506","38512","wikitext",\N
"5449","0","Geography_of_Cameroon","","143","0","0","0.999819467775356","20170217144811","20170217151805","759139269","8968","wikitext",\N
"5465","0","Transport_in_Cape_Verde","","53","0","0","0.437848633563005","20170202062440","20170202062540","762330091","20547","wikitext",\N
"5470","0","Geography_of_the_Cayman_Islands","","84","0","0","0.5358479372559559","20170217144811","20170217144822","744423946","9893","wikitext",\N
"5662","0","Calendar_year","","146","0","0","0.810114644290986","20170218080706","20170218080708","766107944","2507","wikitext",\N
"5910","0","Cyanide","","1244","0","0","0.579416237379812","20170301210950","20170301210017","767438592","35568","wikitext",\N
"5967","1","Celtic_languages","","56","0","0","0.8735449806540689","20170224141918","20170224151401","750133594","63075","wikitext",\N
"6035","0","Celibacy","","398","0","0","0.0982590057870923","20170301231816","20170224132942","766397115","64252","wikitext",\N
"6283","0","Critical_point","","15","0","0","0.611917377088142","20170108224037","20161230161352","741555394","786","wikitext",\N
"6309","0","Cayuga_Lake","","95","0","0","0.10198523951879299","20170224023806","20170224023806","763961224","10045","wikitext",\N
"6396","4","Complete_list_of_encyclopedia_topics_(obsolete)/L","","0","0","0","0.758878797068148","20130829012322",\N,"15904538","504","wikitext",\N
"6433","0","Clarinet","","1262","0","0","0.719299321732763","20170301021256","20170301021256","767980578","80556","wikitext",\N
"6451","0","Charles_Proteus_Steinmetz","","532","0","0","0.635343446988001","20170225080720","20170225081201","766641872","33397","wikitext",\N
"6606","0","Cartridge","","622","0","0","0.218854232895052","20170217144933","20170217151939","733841558","2350","wikitext",\N
"6614","0","Chrono_Trigger","","642","0","0","0.927230568534909","20170227160954","20170227161042","765471832","98821","wikitext",\N
"6740","0","Canis_latrans","","0","1","0","0.904916852624078","20170301044124","20160903084111","632340847","46","wikitext",\N
"6876","0","CE","","229","0","0","0.506450540857809","20170217144933","20170217145130","757887217","3812","wikitext",\N
"7061","0","Community_emergency_response_team","","474","0","0","0.86471725335784","20170217211811","20170217211812","766037493","20534","wikitext",\N
"7257","0","Caste","","271","0","0","0.356284627091405","20170228204247","20170228204446","766197264","50104","wikitext",\N
"7285","1","Controversy","","17","0","0","0.28421444099789","20170228141053","20170228140103","728840165","2042","wikitext",\N
"7665","1","Council_of_Constance","","43","0","0","0.402781721579639","20170224141921","20170224151934","752469179","19403","wikitext",\N
"7806","0","Cruising_(maritime)","","157","0","0","0.725917373528627","20170217145053","20170217150221","750164822","18048","wikitext",\N
"7984","0","Drink","","544","0","0","0.137954439165028","20170225080720","20170225083107","766551977","48457","wikitext",\N
"7995","0","Dioscoreales","","54","0","0","0.29889607736737994","20170217145053","20170217153831","759214190","35734","wikitext",\N
"8008","0","Direct_examination","","208","0","0","0.44777674921581195","20161230145627","20161230163021","741156331","1729","wikitext",\N
"8010","0","Drunk","","130","1","0","0.275502504106148","20170219213329",\N,"538134350","34","wikitext",\N
"8145","0","December_15","","818","0","0","0.17778282349722702","20170227153236","20170227153240","767719894","27817","wikitext",\N
"8210","1","Doctor_Who/Archive_2","","154","0","0","0.8210049484120729","20161230145628","20161230163243","438335271","46050","wikitext",\N
"8418","0","Dartmouth_College","","688","0","0","0.174292976198991","20170301202350","20170301202417","767975543","153154","wikitext",\N
"8500","0","Dar_es_Salaam","","263","0","0","0.309494055164507","20170223200938","20170223201131","766049961","50035","wikitext",\N
"8540","0","Diesel_engine","","3680","0","0","0.208568209976487","20170301172648","20170301172648","768076447","137816","wikitext",\N
"8748","0","N,N-Dimethyltryptamine","","319","0","0","0.840570641533072","20170228070232","20170228070233","767838719","94891","wikitext",\N
"8832","0","West_Memphis_Three","","879","0","0","0.22436179707232998","20170225080737","20170225080815","767006513","80234","wikitext",\N
"9087","0","Dynamical_system","","602","0","0","0.21631953419774702","20170301050753","20170301050754","768000597","40977","wikitext",\N
"9203","0","ErnestHemingway/ViolenceandRedemption","","2","1","0","0.05411163070622049","20170222222433",\N,"15907107","30","wikitext",\N
"9375","0","Foreign_relations_of_Equatorial_Guinea","","85","0","0","0.18579926452208198","20170224023843","20170224025542","751287900","7258","wikitext",\N
"9380","0","Politics_of_Eritrea","","135","0","0","0.885293143694562","20170210060653","20170210062916","763865428","17105","wikitext",\N
"9480","0","Edmund_Stoiber","","373","0","0","0.968072590388425","20170217145433","20170217145526","765617420","29855","wikitext",\N
"9975","0","Linear_filter","","950","0","0","0.761784140730076","20161230145640","20161230145959","746941576","22350","wikitext",\N
"10417","0","Emperor_Yōmei","","144","0","0","0.789414872219241","20170226072152","20170226073307","766787945","8472","wikitext",\N
"10636","0","Free","","157","0","0","0.972760530163311","20170218124219","20170218124220","766136551","6581","wikitext",\N
"10683","0","Frank_Lloyd_Wright","","586","0","0","0.428634541508401","20170301173420","20170301173434","768047065","92518","wikitext",\N
"11305","1","Feudalism/Archive_1","","216","0","0","0.896454079911536","20161230145653","20161230170749","364282035","89774","wikitext",\N
"11401","0","Franconia","","173","0","0","0.454602853818427","20170301131410","20170228204553","765641777","108991","wikitext",\N
"11408","0","Female_genital_mutilation","","5196","0","0","0.123723898198198","20170301232105","20170220185851","764872748","145046","wikitext",\N
"11513","0","Fort_William,_Highland","","125","0","0","0.378241167756022","20170228073427","20170227135536","765864307","21690","wikitext",\N
"11592","0","Freeware","","882","0","0","0.226934066253653","20170228204255","20170228204445","760899421","15959","wikitext",\N
"11702","0","Flirting","","188","0","0","0.7478498944527","20170223032636","20170223032637","766955205","14109","wikitext",\N
"11828","1","Fire_ant","","38","0","0","0.97424245437071","20170224143626","20170224161105","754917690","26825","wikitext",\N
"11968","0","George_Washington","","7602","0","0","0.357394301665383","20170301202350","20170301201445","768100218","175024","wikitext",\N
"12236","0","GDP_(disambiguation)","","497","0","0","0.534171363836314","20170217145719","20170217150528","745078126","962","wikitext",\N
"12256","0","Greek_Alphabet","","13","1","0","0.530517709004244","20170215230344","20161128044320","290580052","60","wikitext",\N
"12308","0","Gregory_Chaitin","","678","0","0","0.933386179556498","20170221180210","20170220145521","762387330","10851","wikitext",\N
"12465","0","Gleipnr","","111","1","0","0.46636205768805195","20170102221011",\N,"147154531","20","wikitext",\N
"12743","0","Garrison_Keillor","","293","0","0","0.7710098081929699","20170221142505","20170221142508","766676562","44813","wikitext",\N
"12861","0","Governor_of_New_York","","499","0","0","0.5364187253046949","20170301224034","20170301190622","755060351","7791","wikitext",\N
"12887","4","Naming_conventions_(Polish_rulers)","","161","0","0","0.878984057231791","20170204021051","20161230153649","334067689","3253","wikitext",\N
"12904","0","Glyph","","344","0","0","0.6918446269741699","20170221063422","20170221063423","766625651","8084","wikitext",\N
"13009","0","Galileo_(satellite_navigation)","","368","0","0","0.744614211604571","20170301140333","20170301140333","768051049","57381","wikitext",\N
"13081","0","Gurmukhi_script","","0","1","0","0.552898371175768","20170127070814","20161119070149","748255462","67","wikitext",\N
"13095","0","Galactus","","179","0","0","0.0744412998430816","20170226174424","20170226174425","767568185","70807","wikitext",\N
"13168","0","George,_Duke_of_Saxony","","53","0","0","0.604841257077494","20170228123214","20170228123749","760948999","15628","wikitext",\N
"13201","0","HelenOfTroy","","5","1","0","0.161354921908448","20170222042729",\N,"441613501","27","wikitext",\N
"13253","0","Henry_Mayhew","","279","0","0","0.858789943027114","20170217145802","20170217150436","761384329","11462","wikitext",\N
"13475","0","Harbor","","449","0","0","0.37554626574325","20170228204935","20170228205115","767436770","12775","wikitext",\N
"13584","0","History_of_the_Mediterranean_region","","216","0","0","0.124406528775028","20170224132343","20170224132344","767194551","30661","wikitext",\N
"13606","0","Half-life","","1453","0","0","0.288027134992208","20170224012202","20170224012204","767114054","14929","wikitext",\N
"13829","0","Hearts","","145","0","0","0.98818148298951","20170301032808","20170301032809","767989399","24709","wikitext",\N
"14016","1","Hillbilly","","165","0","0","0.506485464523067","20170224143628","20170224155730","736817962","43949","wikitext",\N
"14190","0","Himachal_Pradesh","","75","0","0","0.141282708515676","20170301203139","20170301203139","768102606","63159","wikitext",\N
"14315","0","Hawker_Harrier","","33","0","0","0.143341097182912","20170217145844","20170217150722","723372352","6092","wikitext",\N
"14515","0","IndependentS","","0","1","0","0.07312121714756009","20170228235852","20160903132556","737536059","92","wikitext",\N
"14526","0","Irina_Krush","","228","0","0","0.0376265617437908","20170301110710","20170301112206","764449540","7358","wikitext",\N
"14601","0","Telecommunications_in_India","","192","0","0","0.0142510794235869","20170224155826","20170224155957","764879050","64245","wikitext",\N
"14693","0","Israel/Military","","39","1","0","0.995186935174453","20170206144836",\N,"346890594","35","wikitext",\N
"14703","0","Telecommunications_in_Italy","","123","0","0","0.39201481956244905","20170212121113","20170212121749","686956139","1670","wikitext",\N
"14768","0","Communications_in_the_Isle_of_Man","","50","0","0","0.513253218041037","20170209181956","20170202060755","761084708","18673","wikitext",\N
"14824","0","Information_Theory","","1","1","0","0.299716637748961","20170225051849","20161128044433","290579974","64","wikitext",\N
"14899","0","Insulin_pump","","241","0","0","0.506377039948829","20170218090311","20170218090312","766113548","30664","wikitext",\N
"14976","0","Ithaca_Hours","","106","0","0","0.987250831897604","20170225080805","20170225092737","765787889","12735","wikitext",\N
"14985","0","International_Civil_Aviation_Organization","","469","0","0","0.141279995573014","20170227065535","20170227065537","767665264","29905","wikitext",\N
"15083","0","Information_Science","","6","1","0","0.103665104232417","20170228023156","20161128045318","290579962","65","wikitext",\N
"15179","0","Indira_Gandhi","","596","0","0","0.534839474162869","20170302001102","20170302001102","768133410","123509","wikitext",\N
"15359","0","Irish_Gaelic","","12","1","0","0.339798722732625","20170226194038",\N,"15912835","28","wikitext",\N
"15916","0","Jean-Michel_Basquiat","","479","0","0","0.27804053600695","20170225080805","20170225080909","767265143","53852","wikitext",\N
"15980","0","James_K._Polk","","720","0","0","0.059415293912790094","20170301162922","20170301162922","768068578","107402","wikitext",\N
"16084","1","Society_of_Jesus","","197","0","0","0.0500575900544017","20170301102232","20170301103956","762728292","3248","wikitext",\N
"16090","0","July_18","","664","0","0","0.315442169378923","20170227164306","20170227164309","767729958","29081","wikitext",\N
"16156","0","Jacksonville_Jaguars","","132","0","0","0.462752720772058","20170228000813","20170228001501","766542700","90458","wikitext",\N
"16392","0","Jurisdiction","","456","0","0","0.183925389483502","20170223064329","20170223064329","766974855","23402","wikitext",\N
"16648","0","Telecommunications_in_Kazakhstan","","59","0","0","0.868208293680296","20170223201715","20170223203559","680144496","2147","wikitext",\N
"16768","0","Kevin_Spacey","","307","0","0","0.430937393969798","20170227215721","20170227215723","767776782","38849","wikitext",\N
"16845","1","Kofi_Annan","","82","0","0","0.9335233698911249","20170225080811","20170225094517","739102198","72690","wikitext",\N
"17225","0","K_and_R_C","","2","1","0","0.157962841128896","20170221033512",\N,"439386179","44","wikitext",\N
"17254","0","Kashubian_language","","160","0","0","0.343911876290955","20170301190237","20170301191137","767030292","29507","wikitext",\N
"17923","1","Lattice_(mathematics)","","50","0","0","0.163082244026551","20140406113323","20140406122341","235700646","7038","wikitext",\N
"18197","1","List_of_saints","","851","0","0","0.673846472682288","20170224144602","20170224171106","762387695","8221","wikitext",\N
"18437","0","Linnaeus","","1","1","0","0.210329164015436","20170218191752","20160904043901","609301974","46","wikitext",\N
"18495","0","Lightworks","","147","0","0","0.577381901980733","20170226072759","20170226072812","767494671","16331","wikitext",\N
"18816","0","Mural","","281","0","0","0.31583483919113403","20170228205914","20170228210630","764392838","31277","wikitext",\N
"18834","1","Mathematics/Archive_1","","83","0","0","0.10444112969976","20161230145804","20161230175614","627796857","5839","wikitext",\N
"18877","0","Market_form","","1905","1","0","0.672441415183657","20170127032004",\N,"99298906","30","wikitext",\N
"18995","0","Martin_Scorsese","","645","0","0","0.121311357357829","20170301191548","20170301191555","768091915","137338","wikitext",\N
"19170","0","Martinique/History","","62","1","0","0.825412849733059","20170301075330",\N,"15916251","24","wikitext",\N
"19284","0","Demographics_of_Montserrat","","62","0","0","0.746202724749411","20170214170410","20170214173855","754086267","11044","wikitext",\N
"19344","0","March","","1120","0","0","0.361078405157736","20170301213238","20170301213240","768111520","22656","wikitext",\N
"19469","0","Macbeth/Act_I_Scene_vii","","0","1","0","0.603569389883028","20170223195108",\N,"15916534","21","wikitext",\N
"19668","0","Maniac_Mansion","","512","0","0","0.49792702542424905","20170227160954","20170227161056","762307983","64338","wikitext",\N
"19676","0","May_14","","664","0","0","0.729151997462988","20170301073320","20170301073321","768014148","35501","wikitext",\N
"19839","0","Methyl_group","","599","0","0","0.9073181086288","20170202073241","20170202073417","761610897","7566","wikitext",\N
"19902","0","Mya_(unit)","","107","1","0","0.26979663248155","20170217170857","20170217170857","766000254","353","wikitext",\N
"20023","0","Microkernel","","2203","0","0","0.221889853684129","20170221141605","20170216215923","765868388","44492","wikitext",\N
"20320","0","Mazda_MX-5","","176","0","0","0.417016564325445","20170301025118","20170301025143","764796018","104313","wikitext",\N
"20762","0","Michael_Crichton","","151","0","0","0.49196306382488697","20170226111726","20170224221546","767267360","82536","wikitext",\N
"21019","0","Michelangelo","","4182","0","0","0.196744186055608","20170228205922","20170228210211","765008958","62602","wikitext",\N
"21227","0","Nu","","133","0","0","0.175715033128592","20170217150714","20170217151243","764294077","4286","wikitext",\N
"21277","0","Neptunium","","352","0","0","0.894987993775856","20170227205901","20170224150616","766849960","106409","wikitext",\N
"21404","0","Geography_of_the_Northern_Mariana_Islands","","45","0","0","0.597185782713057","20170217150815","20170217173013","757148561","2340","wikitext",\N
"21485","0","Neutrino","","1087","0","0","0.42489407530510204","20170301224840","20170301224918","768087932","113382","wikitext",\N
"22034","0","Naturalistic_planned_language","","125","1","0","0.693172882025291","20170201135448",\N,"45001873","46","wikitext",\N
"22306","0","Overgrazing","","530","0","0","0.45970117157297297","20170118024150","20170118024150","760621113","11404","wikitext",\N
"22818","0","Olympus_Mons","","0","0","0","0.761443089471611","20170220144421","20170220144456","766388371","32680","wikitext",\N
"22879","0","PhilosophyOfMind","","0","1","0","0.783673983797127","20170218025854",\N,"528669118","32","wikitext",\N
"23241","0","Telecommunications_in_China","","150","0","0","0.75775696873456","20170213151246","20170131151939","760742458","31623","wikitext",\N
"23265","0","Peter_Altenberg","","86","0","0","0.214438190883434","20170217150916","20170217152939","764208116","9511","wikitext",\N
"23279","0","The_Three_Stigmata_of_Palmer_Eldritch","","114","0","0","0.715144767160662","20170228230533","20170228230534","767957723","11477","wikitext",\N
"23510","0","Pencil-and-paper_game","","0","1","0","0.41800779143162803","20151010101423",\N,"380601638","35","wikitext",\N
"23734","0","Petrarch","","494","0","0","0.0790595776206437","20170220144421","20170220144444","763822776","48683","wikitext",\N
"23738","0","Propeller","","1956","0","0","0.131481785449648","20170228205927","20170228210418","760861350","43102","wikitext",\N
"23896","0","Partizan_Press","","102","0","0","0.292646563884473","20170120131618","20161230192034","740939238","1812","wikitext",\N
"24048","0","Particle_in_a_box","","1250","0","0","0.7854020304841941","20170222131235","20170222131235","766843595","36145","wikitext",\N
"24083","0","Party_of_European_Socialists","","185","0","0","0.56795460783686","20170301175235","20170301173703","766060917","46039","wikitext",\N
"24135","0","Prime_Minister_of_Canada","","3697","0","0","0.392980624356289","20170227084321","20170219055856","766207225","42754","wikitext",\N
"24283","0","Pope_Urban_I","","118","0","0","0.586236837866005","20170301134311","20170301134535","758316854","7252","wikitext",\N
"24284","0","Pope_Urban_II","","821","0","0","0.54817566885443","20170301134311","20170301134608","767927999","22298","wikitext",\N
"24285","0","Pope_Urban_III","","85","0","0","0.9821678614077789","20170301134311","20170301140252","761607120","3636","wikitext",\N
"24681","0","Pigeonhole_sort","","739","0","0","0.378967222179256","20170217151100","20170217151130","757515170","2974","wikitext",\N
"24731","0","Positron","","413","0","0","0.168156339012232","20170228210851","20170228211316","767463981","26114","wikitext",\N
"24750","0","Porter_Blanchard","","369","0","0","0.550527139148234","20170209021544","20170208180354","747618142","4866","wikitext",\N
"25093","0","Philip_II_of_France","","1431","0","0","0.265675138929556","20170220150101","20170220150102","766500251","49919","wikitext",\N
"25213","0","QWERTY","","583","0","0","0.517433449176544","20170228141655","20170228141655","767882292","78690","wikitext",\N
"25223","0","Quasigroup","","383","0","0","0.986003378393132","20170216134726","20170216134727","765794569","24261","wikitext",\N
"25648","0","Demographics_of_Rwanda","","116","0","0","0.513279612654149","20170217151221","20170217153025","763595415","15524","wikitext",\N
"25887","1","Richard_Feynman","","96","0","0","0.22095671689226898","20170228140145","20170228141027","763093842","44679","wikitext",\N
"26068","0","List_of_Russian-language_poets","","461","0","0","0.5906517343508559","20170219074816","20170219080430","760204687","28087","wikitext",\N
"26142","1","Robots_in_fiction","","17","0","0","0.64974288516654","20130902183939",\N,"15922741","4486","wikitext",\N
"26358","1","Robin_Hood","","36","0","0","0.22938822789992","20170227222559","20170227222600","767780623","13309","wikitext",\N
"26374","0","Reel_(dance)","","148","0","0","0.702895409150883","20170217151222","20170217151241","756856042","5565","wikitext",\N
"26678","0","Star_Wars","","2916","0","0","0.933177816619331","20170228160224","20170228160225","767896171","142683","wikitext",\N
"26818","0","Stagflation","","771","0","0","0.305066018649438","20170225081151","20170225081308","764161354","31939","wikitext",\N
"26890","0","Demographics_of_Sweden","","450","0","0","0.9641783246436889","20170226220934","20170226220936","767607092","57113","wikitext",\N
"26914","0","Sheepshead_(game)","","376","0","0","0.8485484363963349","20170228210854","20170228213710","736411396","36758","wikitext",\N
"26943","0","StandardOfLiving","","1","1","0","0.0340069877300477","20170131223016",\N,"15923480","32","wikitext",\N
"26995","0","Shire","","236","0","0","0.0872439249299876","20170228210854","20170228211513","765795489","14456","wikitext",\N
"27012","0","Software_crisis","","1402","0","0","0.9127657030827979","20170213173033","20170213173035","765299680","3445","wikitext",\N
"27960","0","Sessions","","0","0","0","0.647958306267819","20170217151311","20170217155239","650276720","1031","wikitext",\N
"28247","1","Sand_Box","","9","0","0","0.7162838892231549","20130916005946",\N,"15924700","1476","wikitext",\N
"28330","0","Saul","","219","0","0","0.396088611703449","20170301045616","20170301045617","767999308","35538","wikitext",\N
"28415","0","Sigismund_Vasa","","1","1","0","0.383436774260771","20170225181022",\N,"57882589","32","wikitext",\N
"28677","0","Steve_Lacy","","214","0","0","0.973749192407121","20170228210854","20170228212153","763829560","16204","wikitext",\N
"28805","0","Stephen_Cole_Kleene","","854","0","0","0.271160742520504","20170225212811","20170220145350","766136945","9127","wikitext",\N
"28818","0","Sigismund_II","","0","1","0","0.29519027871563097","20170119234123",\N,"210703417","35","wikitext",\N
"28839","1","Symbolist_poetry","","39","0","0","0.214857829934785","20160703005638",\N,"413015294","1399","wikitext",\N
"29038","0","SEGA","","0","1","0","0.36701337934193495","20170301112912","20170225011501","727184943","93","wikitext",\N
"29125","0","Soviet_submarine_K-8","","188","0","0","0.371633157480166","20170227152141","20170227152343","718343652","6099","wikitext",\N
"29143","0","Super_Bowl_XVII","","142","0","0","0.48761460789257205","20170228021113","20170228021114","767808047","44241","wikitext",\N
"29450","0","Shaul_Mofaz","","120","0","0","0.814487787722133","20170209201626","20170209201920","758087400","15129","wikitext",\N
"29644","0","Sulpicius_Severus","","120","0","0","0.660986069274122","20170220144615","20170220145720","765977614","13797","wikitext",\N
"29709","0","TheProblemOfOtherMinds","","0","1","0","0.0330796893994135","20161209151454",\N,"53390849","36","wikitext",\N
"30015","0","Tifinagh","","142","0","0","0.11789972159815901","20170228115641","20170228115812","767550146","28312","wikitext",\N
"30129","0","History_of_Thailand","","497","0","0","0.997763716613654","20170224114745","20170219213520","764070276","80678","wikitext",\N
"30200","0","Demographics_of_Turkey","","784","0","0","0.00832403172582763","20170227094408","20170227094411","767681764","143355","wikitext",\N
"30404","0","Trail_riding","","98","0","0","0.180357707832342","20170228145112","20170228145121","767886697","14892","wikitext",\N
"30425","0","Tuner","","189","0","0","0.6518520188069461","20170217151839","20170217162729","682947569","1289","wikitext",\N
"30561","0","Tallage","","85","0","0","0.356534921896211","20170121155713","20170121165705","712007986","4649","wikitext",\N
"30563","0","The_Dumnonii","","0","1","0","0.336882896103787","20161012204121",\N,"295062310","22","wikitext",\N
"30606","0","Tetrahedron","","917","0","0","0.78960218260959","20170224150443","20170224150827","759339955","50691","wikitext",\N
"30649","0","Tetracycline","","195","0","0","0.461336176340781","20170228200025","20170225234155","767261509","23614","wikitext",\N
"30654","0","Triangle","","1686","0","0","0.896711522617109","20170301202635","20170225230603","767439495","67684","wikitext",\N
"30745","0","Titius–Bode_law","","505","0","0","0.616043771259527","20170223123943","20170223125350","766915289","23604","wikitext",\N
"30914","1","Thunderbird_and_Whale","","16","0","0","0.12030048213927101","20170224151016","20170224190306","520990621","427","wikitext",\N
"30951","0","Tom_Lehrer","","1686","0","0","0.35189010701318296","20170220144620","20170220144724","766040958","38776","wikitext",\N
"30996","100","Contents/Outlines","","1341","0","0","0.6855508868447979","20170228211523","20170208032149","746281628","244","wikitext",\N
"31217","0","Typography","","844","0","0","0.661965930519594","20170226152602","20170226152605","767546725","55026","wikitext",\N
"31320","1","The_stories_of_Christianity","","49","0","0","0.510880805096478","20160703005638",\N,"276455134","22459","wikitext",\N
"31456","0","Truck","","724","0","0","0.692864511807323","20170225160614","20170225160614","767384408","56686","wikitext",\N
"31629","0","Threads","","374","0","0","0.609817947828973","20170228211826","20170228211935","767816217","25423","wikitext",\N
"31688","0","United_States/Government","","3","1","0","0.55668131686438","20170228043427",\N,"441997436","43","wikitext",\N
"31695","0","United_States/Presidents","","3","1","0","0.369696384640128","20170225122938",\N,"15927899","43","wikitext",\N
"31763","0","Delegates_of_American_Samoa_to_the_United_States_Congress","","112","1","0","0.9206795831403499","20170117004353",\N,"138162638","97","wikitext",\N
"31788","0","Unnilseptium","","0","1","0","0.114456209460698","20170221202136","20161216155212","471659833","50","wikitext",\N
"31877","1","United_Nations/Archive_4","","110","0","0","0.431467117212216","20161230150042","20161230212142","655796087","61963","wikitext",\N
"31920","0","University_of_California,_San_Francisco","","182","0","0","0.635734295133254","20170227201018","20170223193305","767066284","40313","wikitext",\N
"31924","0","University_of_California,_Davis","","183","0","0","0.172500176515896","20170301202350","20170301195323","767291202","84087","wikitext",\N
"32174","1","United_States_Military_Academy","","31","0","0","0.545442753048095","20170224151022","20170224163852","735743511","4189","wikitext",\N
