"185114226","Articles_containing_Middle_English-language_text","62","0","0"
"185114263","Articles_containing_Old_English-language_text","323","0","0"
"185114353","Articles_containing_Old_High_German-language_text","51","0","0"
"184929023","Articles_containing_Portuguese-language_text","5114","0","0"
"184941671","Articles_containing_Romanian-language_text","2501","0","0"
"30960077","Articles_containing_Spanish-language_text","12235","0","0"
"184909226","Articles_containing_Thai-language_text","6303","0","0"
"30959511","Articles_containing_non-English-language_text","3165","421","0"
"217438727","CS1_French-language_sources_(fr)","41407","1","9"
"246736087","CS1_maint:_Uses_authors_parameter","12090","0","0"
"246532950","Extant_Albian_first_appearances","17","0","0"
"128821","Featured_articles","4908","1","0"
"246627543","Magnetoreceptive_animals","17","0","0"
"246612169","Matriarchism_among_animals","12","0","0"
"319515","Symbiosis","87","4","0"
"588287","Wikipedia_indefinitely_move-protected_pages","4634","5","45"
"603080","Wikipedia_indefinitely_semi-protected_pages","4060","1","0"
"743225","Articles_lacking_in-text_citations_from_September_2009","401","0","0"
"296083","Structured_programming_languages","24","2","0"
"39348826","Air_shows","55","3","1"
"246882735","Articles_needing_additional_references_from_January_2017","9390","0","0"
"246659498","History_of_transport_events","5","4","0"
"22769","1964_musicals","23","0","0"
"246569163","Articles_with_IBDb_links","7703","0","0"
"75067","Broadway_musicals","828","8","0"
"776713","Musicals_by_Stephen_Sondheim","23","0","0"
"466350","Original_musicals","188","0","0"
"304078","Articles_needing_additional_references_from_June_2008","1610","0","0"
"238399840","Articles_with_dead_external_links_from_July_2016","7741","0","0"
"167055","Inorganic_chemistry","87","12","0"
"262980","Redirects_to_sections","90586","2","0"
"17917","1917_births","5466","0","0"
"356194","2011_deaths","7305","3","0"
"218320194","20th-century_American_dramatists_and_playwrights","1213","1","0"
"179686697","20th-century_American_novelists","5168","0","0"
"239555505","American_male_dramatists_and_playwrights","701","0","0"
"178985778","American_male_novelists","4648","3","0"
"215173659","American_male_screenwriters","3788","1","0"
"46819","American_memoirists","1214","1","0"
"46917","American_musical_theatre_librettists","59","0","0"
"47035","American_people_of_World_War_II","158","11","0"
"165051313","Analysands_of_Theodor_Reik","7","0","0"
"246695275","Articles_with_Open_Library_links","643","0","0"
"100405","Cornell_University_alumni","2375","11","0"
"107589","Deaths_from_pneumonia","1750","2","0"
"348904","Drama_Desk_Award_winners","502","0","0"
"123482","Erasmus_Hall_High_School_alumni","96","0","0"
"143050","Gay_writers","1453","0","0"
"246653154","Golden_Globe_Award-winning_producers","103","0","0"
"158647","Hollywood_blacklist","155","1","0"
"525026","Infectious_disease_deaths_in_New_York","158","2","0"
"90934234","Jewish_American_dramatists_and_playwrights","104","0","0"
"607335","Jewish_American_novelists","239","0","0"
"179990","LGBT_Jews","473","3","0"
"188565043","LGBT_dramatists_and_playwrights","339","0","0"
"62036409","LGBT_memoirists","99","0","0"
"180159","LGBT_novelists","631","0","0"
"675973","LGBT_people_from_New_York","207","1","0"
"180309","LGBT_screenwriters","239","0","0"
"180336","LGBT_writers_from_the_United_States","1388","2","0"
"808549","People_from_Flatbush,_Brooklyn","47","0","0"
"298067","Tony_Award_winners","847","2","0"
"296573","United_States_Army_personnel","839","21","0"
"192768769","Wikipedia_articles_with_MusicBrainz_identifiers","88983","7","0"
"371317","Writers_from_New_York_City","1490","2","0"
"246840085","1237_establishments_in_the_Holy_Roman_Empire","4","0","0"
"224678690","All_articles_with_failed_verification","6304","0","0"
"3027536","Articles_containing_potentially_dated_statements_from_2011","4344","12","0"
"165498929","Articles_containing_potentially_dated_statements_from_2014","2367","0","0"
"198230855","Articles_containing_potentially_dated_statements_from_2016","3640","0","0"
"184706241","Articles_with_German-language_external_links","26470","0","0"
"246581195","Articles_with_dead_external_links_from_February_2016","864","0","0"
"224679074","Articles_with_failed_verification_from_May_2010","27","0","0"
"15997987","Articles_with_hAudio_microformats","156473","0","0"
"66634","Berlin","30","21","0"
"217438703","CS1_Czech-language_sources_(cs)","4022","0","0"
"217438692","CS1_German-language_sources_(de)","60246","0","22"
"217438838","CS1_Hungarian-language_sources_(hu)","3137","0","0"
"371","Capitals_in_Europe","118","60","0"
"443990","City-states","132","21","0"
"146129","German_state_capitals","32","16","0"
"199506","Members_of_the_Hanseatic_League","142","1","0"
"174383798","Pages_using_citations_with_accessdate_and_no_URL","44079","0","0"
"246853736","Pages_using_infobox_German_state_with_unknown_parameters","8","0","0"
"25869456","Populated_places_established_in_the_13th_century","141","8","0"
"24087910","University_towns_in_Germany","45","0","0"
"246882639","Use_dmy_dates_from_January_2017","11024","0","0"
"169959125","Wikipedia_articles_with_SELIBR_identifiers","10120","0","0"
"582412","All_article_disambiguation_pages","278714","0","0"
"514259","All_disambiguation_pages","278466","0","0"
"460466","Disambiguation_pages","172495","26","0"
"167507325","Disambiguation_pages_with_surname-holder_lists","6872","0","0"
"598101","Place_name_disambiguation_pages","51387","2","0"
"235732872","1971_establishments_in_Asia","27","26","0"
"185078973","Articles_containing_Bengali-language_text","4877","0","0"
"514675","Articles_containing_potentially_dated_statements_from_2009","2735","12","0"
"658972","Articles_containing_potentially_dated_statements_from_2012","2063","12","0"
"246846506","Articles_with_dead_external_links_from_December_2016","18568","0","0"
"246643358","Articles_with_dead_external_links_from_May_2016","4035","0","0"
"246736847","Articles_with_unsourced_statements_from_August_2016","5837","0","0"
"608","Bangladesh","27","22","2"
"66386","Bengal","38","9","0"
"246824915","CS1_Bangla-language_sources_(bn)","537","0","0"
"159311221","Commonwealth_republics","35","3","0"
"110106","Developing_8_Countries_member_states","9","0","0"
"246766031","Former_British_colonies_and_protectorates_in_Asia","63","23","0"
"10596128","Least_developed_countries","50","1","0"
"72417228","Member_states_of_the_Commonwealth_of_Nations","93","38","0"
"91251191","Member_states_of_the_Organisation_of_Islamic_Cooperation","56","0","0"
"72451700","Member_states_of_the_South_Asian_Association_for_Regional_Cooperation","9","1","0"
"87630896","Member_states_of_the_United_Nations","197","3","0"
"239365183","Muslim-majority_countries","48","1","0"
"287229","South_Asian_countries","19","10","0"
"672654","States_and_territories_established_in_1971","12","0","0"
"169384865","Use_British_English_from_April_2013","763","0","0"
"246793575","Use_dmy_dates_from_October_2016","9518","0","0"
"187935296","Redirects_from_Dutch-language_terms","182","0","0"
"246791826","Redirects_to_undetermined-language_terms","42338","0","0"
"143652","Geography_of_Botswana","24","16","0"
"77383284","African-American_music","82","14","0"
"649269","American_musical_instruments","31","3","0"
"186011680","Articles_needing_additional_references_from_May_2014","3368","0","0"
"246882831","Articles_with_dead_external_links_from_January_2017","11072","0","0"
"697175","Articles_with_unsourced_statements_from_December_2007","1318","0","0"
"364264","Banjo_family_instruments","15","2","0"
"69178","Bluegrass_music","37","7","0"
"671852","Celtic_musical_instruments","29","10","0"
"370366","Irish_musical_instruments","24","2","0"
"178612664","Pages_containing_links_to_subscription-only_content","30282","0","23"
"296029","String_instruments","188","30","0"
"788069","American_national_museums_in_New_York","13","0","0"
"246691817","Articles_containing_potentially_dated_statements_from_January_2017","679","0","0"
"228935757","Articles_with_dead_external_links_from_March_2015","696","0","0"
"628931","Baseball_museums_and_halls_of_fame","48","10","0"
"179043276","Commons_category_with_page_title_same_as_on_Wikidata","116644","1251","0"
"35737554","Halls_of_fame_in_New_York","59","10","0"
"811307","History_of_baseball_in_the_United_States","23","1","0"
"772035","Museums_in_Otsego_County,_New_York","11","0","0"
"477235","National_Baseball_Hall_of_Fame","23","5","0"
"772348","Sports_museums_in_New_York","18","0","0"
"246558960","Sports_organisations_established_in_1936","26","2","0"
"165289233","Articles_containing_potentially_dated_statements_from_September_2013","147","0","0"
"64727463","Articles_with_unsourced_statements_from_February_2015","4096","0","0"
"68764","Black_projects","46","0","0"
"119151832","Flying_wings","46","0","0"
"222724","Northrop_Grumman_aircraft","17","0","0"
"606260","Northrop_aircraft","41","1","0"
"104190300","Quadjets","107","1","0"
"109624946","Relaxed-stability_aircraft","13","0","0"
"935","Stealth_aircraft","65","0","0"
"104925397","United_States_bomber_aircraft_1980–1989","2","0","0"
"106738012","Use_dmy_dates_from_October_2012","9793","0","0"
"144635045","Wikipedia_articles_needing_page_number_citations_from_August_2012","71","0","0"
"9532","1680s_births","137","10","0"
"34183859","1716_crimes","2","0","0"
"37553179","1717_crimes","2","0","0"
"62647573","1718_crimes","2","0","0"
"10294","1718_deaths","192","0","0"
"240732989","18th-century_pirates","54","1","0"
"507","American_folklore","356","21","0"
"121788","English_folklore","185","26","0"
"122114","English_pirates","82","0","0"
"157763","History_of_North_Carolina","70","26","0"
"239791396","Maritime_folklore","50","8","0"
"227748564","Pages_which_use_embedded_infobox_templates_with_the_title_parameter","476","0","0"
"788116","Recipients_of_British_royal_pardons","43","0","0"
"704301","All_Wikipedia_C-Class_vital_articles","3566","0","0"
"743488","All_Wikipedia_level-4_vital_articles","8848","0","0"
"201020655","All_Wikipedia_vital_articles","9835","2","0"
"704349","All_Wikipedia_vital_articles_in_Life","490","0","0"
"612549","C-Class_color_articles","48","0","0"
"327768","Top-importance_color_articles","14","0","0"
"743490","Wikipedia_C-Class_level-4_vital_articles","3200","0","0"
"704403","Wikipedia_C-Class_vital_articles_in_Life","184","0","0"
"122061712","Wikipedia_articles_that_use_American_English","3934","0","0"
"200967651","Wikipedia_level-4_vital_articles_in_Life","430","0","0"
"811140","All_accuracy_disputes","7247","0","0"
"169070237","Articles_needing_additional_references_from_May_2013","2168","0","0"
"40573071","Articles_with_disputed_statements_from_September_2010","42","0","0"
"112858","Dog_breeds","468","23","0"
"112860","Dog_breeds_originating_in_Africa","13","0","0"
"160060","Hounds","135","3","0"
"173853056","Pages_with_citations_lacking_titles","34772","0","3"
"834156","Rare_dog_breeds","190","0","0"
"122226292","Use_dmy_dates_from_April_2012","18277","0","0"
"588314","Wikipedia_pages_semi-protected_against_vandalism","1448","0","0"
"98569176","Articles_needing_additional_references_from_August_2012","2939","0","0"
"246765923","Articles_with_unsourced_statements_from_September_2016","5631","0","0"
"67786","Biomes","20","5","0"
"194072069","CS1_errors:_dates","40555","0","0"
"151885","Habitats","91","12","0"
"170555809","Articles_lacking_in-text_citations_from_December_2013","864","0","0"
"184707395","Articles_with_Arabic-language_external_links","2191","1","0"
"79009","Calculus","56","9","0"
"124866370","Mathematics_of_infinitesimals","48","2","0"
"193367241","Use_dmy_dates_from_May_2016","10679","0","0"
"6850347","Articles_with_unsourced_statements_from_December_2012","3495","0","0"
"119519872","Articles_with_unsourced_statements_from_December_2013","3502","0","0"
"211192223","Articles_with_unsourced_statements_from_July_2015","5054","0","0"
"229471604","CS1_maint:_Explicit_use_of_et_al.","2379","0","0"
"95642","Communication","258","29","0"
"173864893","Pages_using_web_citations_with_no_URL","12665","0","0"
"246934644","Plant_cognition","26","0","0"
"185113800","Articles_containing_Old_French-language_text","57","0","0"
"664602","Articles_lacking_in-text_citations_from_March_2009","411","0","0"
"246821391","Articles_with_unsourced_statements_from_November_2016","6256","0","0"
"90792","Ciphers","10","6","0"
"103220","Cryptography","273","29","0"
"220427508","All_Wikipedia_articles_written_in_American_English","6532","0","0"
"246765809","Articles_with_limited_geographic_scope_from_September_2016","50","0","0"
"100293","Copyright_law","157","29","0"
"106883","Data_management","360","38","0"
"167299","Intellectual_property_law","191","28","0"
"200412","Metadata","159","12","0"
"207202","Monopoly_(economics)","87","8","0"
"565767","Public_records","63","12","0"
"127","Spoken_articles","1348","3","67"
"872","USA-centric","1206","0","0"
"197005725","Use_American_English_from_January_2014","803","0","0"
"54921171","Use_dmy_dates_from_January_2011","17726","0","0"
"190157824","Articles_needing_additional_references_from_June_2014","2741","0","0"
"703488","Articles_with_unsourced_statements_from_July_2009","2249","0","0"
"152250331","Articles_with_unsourced_statements_from_June_2014","3499","0","0"
"86956","Chemical_mixtures","49","6","0"
"94160","Colloidal_chemistry","116","5","0"
"429461","Colloids","22","3","0"
"98559","Condensed_matter_physics","415","29","0"
"113333","Dosage_forms","104","5","0"
"284963","Soft_matter","53","9","0"
"246915142","Wikipedia_articles_needing_clarification_from_February_2017","785","0","0"
"302317","Wikipedia_maintenance","186","115","0"
"246861","Photometry","81","9","0"
"272631","SI_base_units","8","0","0"
"337253","Units_of_luminous_intensity","10","0","0"
"246882679","Articles_with_unsourced_statements_from_January_2017","7376","0","0"
"2636007","Articles_with_unsourced_statements_from_September_2014","3784","0","0"
"217438710","CS1_Italian-language_sources_(it)","18002","0","11"
"243606996","CS1_errors:_external_links","30952","0","0"
"93530","Coins","104","23","0"
"93877","Collecting","160","23","0"
"125761","Exonumia","66","16","0"
"246660437","Articles_with_permanently_dead_external_links","69690","0","0"
"143681","Geography_of_Cameroon","28","13","0"
"303352","Wikipedia_articles_incorporating_text_from_the_World_Factbook","551","1","0"
"43937087","All_articles_needing_cleanup","18137","0","0"
"801634","Articles_needing_cleanup_from_October_2009","260","0","0"
"127041817","Cleanup_tagged_articles_without_a_reason_field_from_October_2009","207","0","0"
"305555","Transport_in_Cape_Verde","9","5","0"
"46388376","Wikipedia_pages_needing_cleanup_from_October_2009","209","0","0"
"144347","Geography_of_the_Cayman_Islands","9","5","0"
"492521","Articles_needing_additional_references_from_June_2009","1735","0","0"
"2902","Calendars","136","20","0"
"302817","Units_of_time","101","10","0"
"49800","Anions","61","5","0"
"44577759","Articles_containing_unverified_chemical_infoboxes","5539","0","0"
"39755000","Articles_with_unsourced_statements_from_July_2012","3321","0","0"
"697182","Articles_with_unsourced_statements_from_June_2008","1517","0","0"
"107659178","Articles_without_KEGG_source","12733","0","0"
"609762","Blood_agents","5","0","0"
"104302","Cyanides","42","1","0"
"220528","Nitrogen_compounds","49","20","0"
"297802","Toxicology","239","24","1"
"237812877","Wikipedia_articles_needing_page_number_citations_from_July_2015","121","0","0"
"59979","B-Class_Celts_articles","71","0","0"
"60040","B-Class_Cornwall-related_articles","79","0","0"
"60109","B-Class_Europe_articles","112","0","0"
"487810","C-Class_language_articles","718","0","0"
"646851","High-importance_language_articles","883","0","0"
"190262","Low-importance_Cornwall-related_articles","3800","0","0"
"327228","Top-importance_Celts_articles","16","0","0"
"297864","Unknown-importance_Europe_articles","2434","0","0"
"339286","WikiProject_Celts_articles","1312","3","0"
"297865","WikiProject_Europe_articles","11356","4","0"
"404529","WikiProject_Languages_articles","13112","5","0"
"182972979","Articles_incorporating_a_citation_from_the_1913_Catholic_Encyclopedia_without_Wikisource_reference","550","0","0"
"76273429","Articles_with_unsourced_statements_from_August_2012","3628","0","0"
"54162534","Articles_with_unsourced_statements_from_January_2014","3849","0","0"
"819826","Articles_with_unsourced_statements_from_March_2012","3164","0","0"
"246793586","Articles_with_unsourced_statements_from_October_2016","5737","0","0"
"54689","Asceticism","114","15","0"
"84882","Celibacy","14","4","0"
"221502","Non-sexuality","28","4","0"
"76303383","Use_dmy_dates_from_June_2011","6299","0","0"
"246791996","Mathematics_disambiguation_pages","409","0","0"
"50250","Anti-nuclear_movement_in_the_United_States","20","4","3"
"697170","Articles_with_unsourced_statements_from_January_2008","1508","0","0"
"731414","Articles_with_unsourced_statements_from_July_2010","2941","0","0"
"517557","Finger_Lakes","21","0","0"
"246553200","Lakes_of_Cayuga_County,_New_York","4","0","0"
"181059","Lakes_of_New_York","122","8","0"
"246553315","Lakes_of_Seneca_County,_New_York","2","0","0"
"246553314","Lakes_of_Tompkins_County,_New_York","1","0","0"
"246864056","Tourist_attractions_in_Cayuga_County,_New_York","15","8","0"
"246866414","Tourist_attractions_in_Seneca_County,_New_York","9","6","0"
"246866708","Tourist_attractions_in_Tompkins_County,_New_York","16","9","0"
"225130","Obsolete_list_of_encyclopedia_topics","36","0","0"
"134490769","Articles_prone_to_spam_from_May_2012","17","0","0"
"246736825","Articles_with_dead_external_links_from_August_2016","2401","0","0"
"246821393","Articles_with_dead_external_links_from_November_2016","20427","0","0"
"783445","Articles_with_unsourced_statements_from_November_2010","2876","0","0"
"92151","Clarinets","34","6","0"
"27470393","Good_articles","25716","0","0"
"239731723","Wikipedia_articles_needing_clarification_from_August_2015","554","0","0"
"302731","Woodwind_instruments","101","11","0"
"14802","1865_births","2493","1","0"
"18436","1923_deaths","1868","0","0"
"45816","American_agnostics","236","2","0"
"46240","American_electrical_engineers","592","1","0"
"46679","American_inventors","1859","2","1"
"47301","American_scientists","756","47","0"
"47373","American_socialists","396","14","0"
"235270822","Articles_with_dead_external_links_from_June_2015","566","0","0"
"186506284","Articles_with_unsourced_statements_from_July_2014","3711","0","0"
"208004107","Articles_with_unsourced_statements_from_June_2015","4822","0","0"
"143225","General_Electric_people","93","2","0"
"89036416","German_emigrants_to_the_United_States","1996","14","0"
"199776","Members_of_the_Socialist_Party_of_America","125","1","0"
"347771","People_from_Schenectady,_New_York","170","4","0"
"244204","People_from_Wrocław","395","5","0"
"244526","People_from_the_Province_of_Silesia","748","0","0"
"245196","People_with_dwarfism","48","3","0"
"55080080","Schenectady_City_Council_members","4","0","0"
"708829","University_of_Breslau_alumni","165","0","0"
"235513184","Wikipedia_articles_needing_clarification_from_July_2015","484","0","0"
"27595","1995_video_games","626","1","0"
"246860630","Airships_in_fiction","17","1","0"
"380781","Akira_Toriyama","20","3","0"
"234753588","Android_(operating_system)_games","982","6","0"
"171520286","Apocalyptic_video_games","29","1","0"
"30959529","Articles_containing_Japanese-language_text","80358","0","5"
"246872082","Articles_using_Infobox_video_game_using_locally_defined_parameters","20997","0","0"
"234834762","Articles_using_Video_game_reviews_template_in_multiple_platform_mode","746","0","0"
"217438759","CS1_Japanese-language_sources_(ja)","27458","0","14"
"217438711","CS1_Swedish-language_sources_(sv)","15519","0","1"
"217451346","CS1_uses_Japanese-language_script_(ja)","14372","0","0"
"89840","Chrono_series","16","1","0"
"711487","Dinosaurs_in_video_games","112","5","0"
"29525353","IOS_games","1720","7","0"
"191679856","Impact_event_video_games","13","0","0"
"188486597","Japanese_role-playing_video_games","143","20","0"
"213953870","Multiplayer_and_single-player_video_games","3457","5","0"
"571231","Nintendo_DS_RPG_games","112","0","0"
"220369","Nintendo_DS_games","1088","8","0"
"246577997","PlayStation_(console)_games","1405","4","0"
"459482","PlayStation_Network_games","1337","3","0"
"252617","Post-apocalyptic_video_games","306","16","0"
"268204","Role-playing_video_games","1687","52","0"
"313187","Super_Nintendo_Entertainment_System_games","708","6","0"
"326468","Time_travel_video_games","237","9","0"
"246800954","Toei_Animation_video_game_projects","23","0","0"
"96900094","Tose_(company)_games","92","0","0"
"473629","Video_games_featuring_anthropomorphic_characters","369","82","0"
"190822411","Video_games_featuring_female_antagonists","608","3","0"
"246911673","Video_games_with_alternate_endings","244","10","0"
"69617","Virtual_Console_games","831","1","0"
"262957","Redirects_from_scientific_names","25445","2","0"
"55706699","Citizen_Corps","8","0","0"
"111064","Disaster_preparedness_in_the_United_States","143","9","0"
"120548","Emergency_management","142","16","0"
"120554","Emergency_organisations","95","5","0"
"128880","Federal_Emergency_Management_Agency","31","2","0"
"202288396","Articles_with_unsourced_statements_from_March_2015","4588","0","0"
"697172","Articles_with_unsourced_statements_from_September_2007","1098","0","0"
"83366","Caste","22","6","0"
"556217","Social_status","45","6","0"
"188988","Logic_task_force_articles","2300","2","0"
